"place_id","place_name","city","state","region","place_type","category","significance","description","mood_tags","best_time_to_visit","ideal_visit_time","recommended_duration_hours","entry_fee","rating","crowd_level","family_friendly","adventure_level","cultural_value","nature_value","budget_level","latitude","longitude","nearest_airport","nearest_railway","local_tips","food_specialty","safety_score","cleanliness_score","photography_spots","weather_type","seasonal_highlight","priority"
"IND063","Varkala Beach","Thiruvananthapuram","Kerala","South","Beach","Relaxation","Cliff beach","Parsi cliff beach with lighthouse Ayurvedic resorts and natural springs offering yoga sunsets and relaxed vibe,nirvana","scenic","relaxing","Oct-Mar","Anytime","3","0","4.7","Medium","Yes","Low","Low","High","8.7333","76.7167","Thiruvananthapuram Intl","Varkala Sivagiri","Yoga classes; cliff cafes","Kappa thoran","9.3","9.2","High","Tropical","Monsoon cliffs","Must Visit"
"IND064","Fort Kochi","Thiruvananthapuram","Kerala","South","Fort","Heritage","Colonial town","Portuguese-Dutch-Jewish colonial enclave with Chinese fishing nets Mattancherry Palace and Jewish synagogue showcasing history,multicultural","historic","charming","Oct-Mar","Morning","4","0","4.6","Medium","Yes","Low","High","Medium","9.9681","76.2320","Cochin Intl","Ernakulam Jn","Cycling tours; Kathakali shows","Appam stew","9.2","9.1","High","Tropical","Christmas lights","Must Visit"
"IND065","Mattancherry Palace","Thiruvananthapuram","Kerala","South","Palace","Heritage","Dutch palace","17th-century palace with extraordinary Hindu murals depicting Ramayana Mahabharata in Jew Town spice market area,artistic","mythological","historic","Oct-Mar","Morning","1.5","5","4.4","Low","Yes","Low","High","Low","9.9619","76.2595","Cochin Intl","Mattancherry","Spice market nearby; murals highlight","Puttu kadala","9.1","8.9","Medium","Tropical","Onam murals","Recommended"
"IND066","Jew Town","Thiruvananthapuram","Kerala","South","Market","Heritage","Paradesi synagogue","Historic Jewish quarter with 1568 synagogue antique shops and Mattancherry Palace preserving Kochi's multicultural past,colorful","historic","spicy","Oct-Mar","Morning","2","0","4.3","Medium","Yes","Low","Medium","Low","9.9631","76.2611","Cochin Intl","Ernakulam Jn","Bargain antiques; guided walks","Fort Kochi seafood","8.9","8.7","High","Tropical","Jewish festival","Recommended"
"IND067","Alleppey Backwaters","Alappuzha","Kerala","South","Waterway","Nature","Houseboat heaven","Lagoon network with houseboat cruises paddy fields coconut groves and village life offering quintessential Kerala experience,serene","aquatic","picturesque","Oct-Mar","Morning","4","0","4.8","Low","Yes","Low","Low","High","9.4981","76.3388","Cochin Intl","Alappuzha","Overnight houseboat; sunset toddy","Karimeen fry","9.5","9.4","High","Tropical","Nehru trophy","Must Visit"
"IND068","Periyar Wildlife","Thekkady","Kerala","South","Wildlife","Adventure","Tiger reserve","Bamboo rafting tiger elephants in Periyar lake spice plantations and tribal culture in Cardamom Hills biosphere reserve,wild","adventurous","spicy","Sep-May","Early morning","5","450","4.7","Medium","Yes","High","Medium","High","9.4875","77.1475","Cochin Intl","Kottayam","Tiger trail; rafting 8AM","Puttu payasam","9.3","9.2","High","Tropical","Elephant season","Must Visit"
"IND069","Munnar Tea Gardens","Munnar","Kerala","South","Hill Station","Nature","Tea country","Rolling tea plantations carpeted hills with misty mornings colonial bungalows and Eravikulam National Park nearby,scenic","picturesque","fragrant","Sep-May","Morning","4","0","4.9","Low","Yes","Low","Low","High","10.0889","77.0593","Cochin Intl","Munnar Road","Misty drives; tea factory visits","Kundu sadhya","9.4","9.3","High","Cool","Blossom season","Must Visit"
"IND070","Eravikulam National Park","Munnar","Kerala","South","Wildlife","Nature","Nilgiri tahr home","97 sq.km park protecting endangered tahrs with rolling grasslands Anamudi peak and summer blooming Neelakurinji flowers,wildlife","alpine","rare","Sep-Jun","Morning","3","120","4.6","Medium","Yes","Medium","Low","High","10.3000","77.0833","Cochin Intl","Aluva","Rajamala restricted; early entry","Nilgiri tea","9.2","9.1","High","Cool","Kurinji bloom","Recommended"
"IND071","Athirappilly Waterfalls","Thrissur","Kerala","South","Waterfall","Nature","Movie waterfall","85-ft segmented falls amidst dense rainforest called Chalakudy river's Niagara offering trekking and rainbows,cascading","wild","magnificent","Jun-Sep","Morning","2","25","4.7","Medium","Yes","High","Low","High","10.2833","76.5667","Cochin Intl","Thrissur","Monsoon best; slippery rocks","Malabar parotta","9.3","9.0","High","Tropical","Rainbow season","Must Visit"
"IND072","Queen's Beach","Kovalam","Kerala","South","Beach","Relaxation","Lighthouse beach","Crescent beach with lighthouse Ayurvedic resorts and lighthouse climb offering Arabian sea views and relaxed beach vibe,tropical","relaxing","scenic","Oct-Mar","Anytime","3","0","4.5","Medium","Yes","Low","Low","High","8.3976","76.9691","Trivandrum Intl","Kovalam","Surfing; lighthouse sunset","Kovalam prawns","9.1","8.9","High","Tropical","Sunset yoga","Recommended"
"IND073","Brahamaputra Cruise","Guwahati","Assam","Northeast","River Cruise","Nature","Brahmaputra river","Overnight cruises past Majuli island villages and dolphins offering unique riverine life and golden sunset river views,serene","aquatic","picturesque","Oct-Mar","Morning","12","0","4.6","Low","Yes","Low","Low","High","26.1445","91.7362","Guwahati Intl","Guwahati","Life jackets; winter cruises","Assamese thali","9.0","8.8","High","Tropical","River festival","Recommended"
"IND074","Kamakhya Temple","Guwahati","Assam","Northeast","Temple","Spiritual","Shakti peeth","Ancient cave temple on Nilachal Hill dedicated to Kamakhya Devi drawing millions during Ambubachi Mela for fertility worship,mystical","spiritual","powerful","Apr-Oct","Morning","2","0","4.7","High","Yes","Low","High","Medium","26.1689","91.7039","Guwahati Intl","Guwahati Jn","Priest guide; red clothes prohibited","Assamese pitha","9.2","9.0","Medium","Hot","Ambubachi Mela","Must Visit"
"IND075","Umiam Lake","Shillong","Meghalaya","Northeast","Lake","Nature","Barapani lake","Pristine lake amidst pine hills with boating water sports and adventure camps offering Scotland of East vibes,scenic","aquatic","adventure","Oct-May","Morning","3","20","4.5","Medium","Yes","Medium","Low","High","25.6539","91.9163","Shillong Airport","Guwahati","Shilloi Park; paragliding","Jadoh","9.1","8.9","High","Cool","Autumn reflections","Must Visit"
"IND076","Elephant Falls","Shillong","Meghalaya","Northeast","Waterfall","Nature","Three-step falls","Three-tiered falls surrounded by elephant-shaped boulders and pine forests perfect for photography and picnics,cascading","picturesque","natural","Oct-May","Morning","1.5","10","4.4","Medium","Yes","Low","Low","High","25.5672","91.8783","Shillong Airport","Shillong","Short trek; no bathing","Dawki fish curry","8.9","8.7","High","Cool","Rainbow season","Recommended"
"IND077","Cherrapunji","Shillong","Meghalaya","Northeast","Hill Station","Nature","Wettest place","Living root bridges waterfalls and caves in one of world's wettest regions showcasing Khasi tribal bridge engineering marvels,mystical","wettest","ancient","Oct-Mar","Morning","5","0","4.8","Low","Yes","High","Medium","High","25.2702","91.7266","Shillong Airport","Silchar","Double decker bridge; trek shoes","Nohkalikai thali","9.3","9.1","High","Cool","Root bridge","Recommended"
"IND078","Mawlynnong","Mawlynnong","Meghalaya","Northeast","Village","Nature","Asia's cleanest","Bamboo bridges living root bridges sky view point and spotless village showcasing sustainable Khasi tribal living,pristine","natural","sustainable","Oct-May","Morning","4","100","4.9","Low","Yes","Low","Low","High","25.2833","92.0333","Shillong Airport","Silchar","Guide mandatory; eco stay","Bamboo shoot curry","9.4","9.3","High","Cool","Monsoon roots","Must Visit"
"IND079","Dawki","Shillong","Meghalaya","Northeast","Lake","Nature","Crystal clear","Umngot river with glass-bottom boating Bangladesh border and crystal clear waters reflecting boats like mirror,crystal","aquatic","borderline","Oct-May","Morning","3","50","4.7","Low","Yes","Low","Low","High","25.2333","92.1500","Shillong Airport","Silchar","Life jackets; border permit","Jaitia tea","9.2","9.0","High","Cool","Boat reflections","Must Visit"
"IND080","Umiam Lake","Shillong","Meghalaya","Northeast","Lake","Nature","Barapani adventure","Pine-fringed lake with water scooter kayaking adventure park and water castle offering family water fun,fun","aquatic","family","Oct-May","Anytime","2","30","4.3","Medium","Yes","Medium","Low","High","25.6539","91.9163","Shillong Airport","Guwahati","Water castle kids; water sports","Khasi rice beer","8.8","8.6","High","Cool","Summer splash","Recommended"
"IND081","Ziro Valley","Itanagar","Arunachal Pradesh","Northeast","Valley","Nature","Apatani culture","Rice terraces tribal Apatani paddy cultivation with hornbill festival pine hills and unique rice beer culture,terraced","tribal","picturesque","Sep-Nov","Morning","4","0","4.6","Low","Yes","Low","Medium","High","27.5500","93.8333","Jorhat Airport","North Lakhimpur","Permit needed; homestay","Apong rice beer","9.1","8.9","High","Cool","Hornbill festival","Must Visit"
"IND082","Tawang Monastery","Tawang","Arunachal Pradesh","Northeast","Monastery","Spiritual","Largest Mahayana","400-year-old Gelugpa monastery world's second largest with golden Buddha 18m tall overlooking Tawang valley,spiritual","majestic","mountainous","Apr-Oct","Morning","3","0","4.7","Medium","Yes","Low","High","Medium","27.5833","91.8667","Tezpur Airport","Tawang","Losar festival; high altitude","Thukpa","9.2","9.0","High","Cold","Snowy peaks","Must Visit"
"IND083","Sela Pass","Tawang","Arunachal Pradesh","Northeast","Pass","Adventure","High altitude","13,700ft pass with Sela lake temple and army museum enroute Tawang amidst Himalayan snow peaks and prayer flags,adventurous","alpine","holy","May-Oct","Morning","2","50","4.5","Low","No","High","Medium","High","27.5667","92.1333","Tezpur Airport","Bomdila","High altitude; warm clothes","Momos","8.9","8.7","High","Cold","Summer pass","Recommended"
"IND084","Madikeri Fort","Madikeri","Karnataka","South","Fort","Heritage","Coorg capital","17th-century fort housing museum temples and panoramic Coorg views now district office with Gothic church nearby,historic","panoramic","fortified","Oct-Apr","Morning","1.5","10","4.2","Low","Yes","Low","High","Low","12.4261","75.7384","Mangalore Airport","Madikeri Rd","Gandhi statue; church organ","Nadan kari","8.8","8.6","Medium","Tropical","Coffee bloom","Optional"
"IND085","Abbey Falls","Madikeri","Karnataka","South","Waterfall","Nature","River gorge","River plunging through cardamom plantations into gorge with hanging bridge offering misty spray and rainforest sounds,cascading","fragrant","misty","Oct-May","Morning","1","15","4.4","Medium","Yes","Low","Low","High","12.4067","75.7028","Mangalore Airport","Madikeri Rd","Hanging bridge; no bathing","Coorg pandi curry","9.0","8.8","High","Tropical","Monsoon power","Recommended"
"IND086","Dubare Elephant Camp","Madikeri","Karnataka","South","Wildlife","Adventure","River camp","Elephant feeding bathing rafting and coracle rides on Barapole river amidst wildlife sanctuary and coffee estates,adventurous","wild","riverine","Oct-May","Morning","3","50","4.5","Medium","Yes","High","Medium","High","12.3986","75.8028","Mangalore Airport","Madikeri Rd","Book elephant ride; rafting seasonal","Akki roti","9.1","8.9","High","Tropical","Elephant bath","Must Visit"
"IND087","Tala Cauvery","Madikeri","Karnataka","South","Temple","Nature","River source","Sacred origin of Cauvery River with temple trek through shola forests and Brahma kund offering spiritual nature pilgrimage,pilgrimage","natural","holy","Oct-Apr","Morning","4","0","4.3","Low","Yes","Medium","High","High","12.3833","75.5167","Mangalore Airport","Madikeri Rd","Tough 10km trek; stay overnight","Bhagamandala prasadam","8.7","8.5","High","Cool","Spring source","Recommended"
"IND088","Raja's Seat","Madikeri","Karnataka","South","Garden","Nature","Sunset point","Ornamental garden with musical fountain valley views and sunset point where kings watched sunset amidst toy train and boating,romantic","scenic","musical","Oct-Apr","Evening","1.5","5","4.1","Medium","Yes","Low","Low","High","12.4292","75.7397","Mangalore Airport","Madikeri Rd","Sunset orchestra; toy train kids","Coorg chicken","8.9","8.7","High","Tropical","Sunset symphony","Recommended"
"IND089","Orchha Fort","Orchha","Madhya Pradesh","Central","Fort","Heritage","Bundelkhand glory","16th-century Rajput fort complex with palaces cenotaphs and Ram Raja Temple overlooking Betwa River medieval architecture,fortified","historic","sprawling","Oct-Mar","Morning","4","40","4.6","Medium","Yes","Low","High","Medium","25.3500","78.6333","Jhansi Airport","Jhansi Jn","Light show; Betwa views","Rajsthani dal baati","9.0","8.8","High","Sunny","Ramnavmi","Must Visit"
"IND090","Jahangir Mahal","Orchha","Madhya Pradesh","Central","Palace","Heritage","Rajput-Mughal fusion","Exquisite sandstone palace with jharokhas courtyards built for Jahangir showcasing Bundela craftsmanship and symmetry,elegant","intricate","royal","Oct-Mar","Morning","2","20","4.5","Low","Yes","Low","High","Low","25.3533","78.6356","Jhansi Airport","Orchha","Climb terraces; photography heaven","Sooji halwa","8.9","8.7","High","Sunny","Winter light","Recommended"
"IND091","Ram Raja Temple","Orchha","Madhya Pradesh","Central","Temple","Spiritual","Living deity","Ram statue housed in palace temple unique Ram as king worshipped with royal honors drawing lakhs during Ramnavmi festival,miraculous","spiritual","royal","Oct-Mar","Morning","1","0","4.7","High","Yes","Low","High","Low","25.3517","78.6339","Jhansi Airport","Orchha","Red clothes; festival crowds","Ladoo prasadam","9.2","9.0","Medium","Sunny","Ramnavmi","Must Visit"
"IND092","Chhatris Orchha","Orchha","Madhya Pradesh","Central","Monument","Heritage","River cenotaphs","Intricately carved sandstone chhatris of Bundela rulers lining Betwa River reflecting golden hues at sunset,memorial","reflective","architectural","Oct-Mar","Evening","1.5","10","4.4","Low","Yes","Low","High","Medium","25.3486","78.6392","Jhansi Airport","Orchha","Sunset reflections; boat rides","Poha jalebi","8.8","8.6","High","Sunny","Sunset gold","Recommended"
"IND093","Bhimbetka Caves","Bhopal","Madhya Pradesh","Central","Cave","Heritage","UNESCO prehistoric","30,000-year-old rock shelters with 700+ Paleolithic paintings depicting hunting dancing animals in quartzite caves,prehistoric","artistic","ancient","Oct-Mar","Morning","3","25","4.6","Low","Yes","Low","High","Medium","23.2917","77.5992","Bhopal Airport","Bhopal Jn","Guided tour; torch needed","Bhutte ka kees","9.1","8.9","Medium","Sunny","Monsoon caves","Must Visit"
"IND094","Sanchi Stupa","Bhopal","Madhya Pradesh","Central","Monument","Heritage","UNESCO Buddhist","Ashoka-era hemispherical stupa with intricately carved toranas depicting Buddha's life world's oldest stone structure,ancient","spiritual","architectural","Oct-Mar","Morning","3","40","4.7","Medium","Yes","Low","High","Low","23.4794","77.7392","Bhopal Airport","Sanchi","Silent contemplation; toranas must-see","Poha","9.2","9.0","High","Sunny","Buddha Purnima","Must Visit"
"IND095","Ujjain Mahakaleshwar","Ujjain","Madhya Pradesh","Central","Temple","Spiritual","Jyotirlinga","Dakshinamurthy facing lingam unique among 12 Jyotirlingas with Bhasma aarti drawing spiritual seekers for moksha pilgrimage,mystical","spiritual","powerful","Oct-Mar","Brahma muhurat","2","250","4.8","High","Yes","Low","High","Low","23.1828","75.7686","Indore Airport","Ujjain Jn","Bhasma aarti lottery; night aarti","Poha jalebi","9.4","9.2","Medium","Sunny","Simhastha Kumbh","Must Visit"
